S,tA,tB,synA,synB
"(np.int64(0), np.int64(2), np.int64(7), np.int64(27))",5.538168662379029,2.6850353751295,0.0034408098450021685,0.026805967701562072
"(np.int64(0), np.int64(2), np.int64(7), np.int64(29))",5.020784075333469,7.730228156665892,0.03599728972012606,0.024419433997698414
"(np.int64(0), np.int64(2), np.int64(7), np.int64(40))",9.508781587230699,3.87823352758171,0.02028934610287192,0.022539159248985086
"(np.int64(0), np.int64(2), np.int64(8), np.int64(9))",7.197695897834332,5.132811641206683,0.01962756562868595,0.01859988288196579
"(np.int64(0), np.int64(2), np.int64(10), np.int64(30))",3.685700614682013,2.8153238146939783,0.03802409652180083,0.02374716433635582
"(np.int64(0), np.int64(2), np.int64(12), np.int64(41))",3.2223575320502724,2.4978237872097626,0.01034129311882781,0.01342501593254597
"(np.int64(0), np.int64(2), np.int64(15), np.int64(23))",4.3604022631149695,3.045983060217494,0.007014200489564804,0.004824703055492097
"(np.int64(0), np.int64(2), np.int64(18), np.int64(35))",5.940342221268874,4.480954686082199,0.026074386868661148,0.03233032938538083
"(np.int64(0), np.int64(2), np.int64(20), np.int64(40))",7.039871869345395,9.935834182667234,0.025302734256362314,0.02226146386767447
"(np.int64(0), np.int64(2), np.int64(26), np.int64(31))",3.128335853499675,3.7192102186266807,0.016953623514930793,0.017190609371274368
"(np.int64(0), np.int64(2), np.int64(29), np.int64(37))",3.0138345576075762,3.9032480357276182,0.014749922248673886,0.043901668486119094
"(np.int64(0), np.int64(2), np.int64(29), np.int64(38))",12.426894321027296,9.076304509640924,0.0596921988880561,0.04463927160833503
"(np.int64(0), np.int64(2), np.int64(32), np.int64(39))",6.30690889383731,6.018897499157702,0.054587853796166375,0.04443137494297378
"(np.int64(0), np.int64(2), np.int64(35), np.int64(41))",2.792221488852446,5.448434434344977,0.007570634179830282,0.008153545924278305
"(np.int64(0), np.int64(3), np.int64(5), np.int64(9))",5.344509839100035,5.050757209898692,0.05088124323828669,0.02953458306407386
"(np.int64(0), np.int64(3), np.int64(5), np.int64(16))",4.957767558859672,5.399712945781132,0.016833964071784613,0.022298368368383503
"(np.int64(0), np.int64(3), np.int64(5), np.int64(21))",6.410621527616225,2.133462753633953,0.008334552279968821,0.014324607585062155
"(np.int64(0), np.int64(3), np.int64(5), np.int64(27))",6.495798245673244,2.633878566550618,0.0024846999089477295,0.014577063563324222
"(np.int64(0), np.int64(3), np.int64(7), np.int64(36))",3.3132175244474023,2.1520550313887887,0.014130503477809309,0.012305209309200538
"(np.int64(0), np.int64(3), np.int64(8), np.int64(37))",2.026943943507965,4.060293867707544,0.05415871095771574,0.033848651672078844
"(np.int64(0), np.int64(3), np.int64(8), np.int64(38))",4.966069130944788,5.232365811350747,0.028971265823317993,0.007259179841153984
"(np.int64(0), np.int64(3), np.int64(9), np.int64(27))",4.869122016799871,3.904256071388327,-0.005266670951768249,0.02496636682115594
"(np.int64(0), np.int64(3), np.int64(10), np.int64(25))",3.167642155884792,5.572613644722375,0.012697925353024053,0.009069875102820202
"(np.int64(0), np.int64(3), np.int64(11), np.int64(42))",8.752109619677157,9.356671088486893,0.07921255873280109,0.07227704835168614
"(np.int64(0), np.int64(3), np.int64(12), np.int64(31))",3.9503867148351413,4.259549905273758,0.0618748082734174,0.044979014679008555
"(np.int64(0), np.int64(3), np.int64(13), np.int64(43))",5.773529562188318,7.669595725486263,0.031075283344182303,0.03391288456646002
"(np.int64(0), np.int64(3), np.int64(15), np.int64(36))",2.9404528599585578,5.715553952285922,0.01850722063033239,0.021623623444431583
"(np.int64(0), np.int64(3), np.int64(15), np.int64(41))",1.973186791754404,4.5143219392475675,0.007159332901194415,0.008611536276309173
"(np.int64(0), np.int64(3), np.int64(16), np.int64(35))",5.134788048610004,5.890197841003788,0.014566307146884783,0.026766044962843738
"(np.int64(0), np.int64(3), np.int64(17), np.int64(30))",5.799200933770598,8.674589302684188,0.02954115539311064,0.016701685457066517
"(np.int64(0), np.int64(3), np.int64(17), np.int64(42))",3.3681755666476962,3.4116172461086727,0.02926671364498734,0.041404347127256935
"(np.int64(0), np.int64(3), np.int64(20), np.int64(30))",3.078098305702331,5.041657775023107,0.06882200356399626,0.04051806788953982
"(np.int64(0), np.int64(3), np.int64(25), np.int64(33))",3.575202042667225,5.414649716860198,0.016134950881392496,0.007121869247531221
"(np.int64(0), np.int64(3), np.int64(30), np.int64(35))",7.958262984640499,5.0836598422147565,0.0017168185871313524,0.020041805647792676
"(np.int64(0), np.int64(3), np.int64(30), np.int64(38))",3.2089775484257856,5.509065645201561,0.041237398029101535,0.03982496854185169
"(np.int64(0), np.int64(3), np.int64(31), np.int64(36))",3.967062653957308,4.059634360466635,0.013862215571679881,0.00952867433707627
"(np.int64(0), np.int64(3), np.int64(39), np.int64(41))",2.2725857849239315,3.2073757456631307,0.00794637337118742,0.006873417084095834
"(np.int64(0), np.int64(4), np.int64(6), np.int64(11))",3.279357197034635,4.146162567257249,0.025595455988177584,0.01971177140597513
"(np.int64(0), np.int64(4), np.int64(6), np.int64(14))",7.2854798505635205,6.776668196190274,0.029208696171190485,0.019343902599070373
"(np.int64(0), np.int64(4), np.int64(7), np.int64(17))",4.428733229737178,5.107208493673467,0.03634031309642294,0.04494004913883165
"(np.int64(0), np.int64(4), np.int64(7), np.int64(36))",2.406195212974728,5.003222124152669,0.018274814941326212,0.014549491227573541
"(np.int64(0), np.int64(4), np.int64(10), np.int64(18))",6.968296005665485,7.230599837261624,0.03206682470037758,0.029344269952684132
"(np.int64(0), np.int64(4), np.int64(10), np.int64(33))",6.322760310582675,5.779979486386992,0.05312041116213939,0.06642529474207615
"(np.int64(0), np.int64(4), np.int64(11), np.int64(32))",6.514791940415706,6.467643704480444,0.062120221070341985,0.051625100423588144
"(np.int64(0), np.int64(4), np.int64(11), np.int64(33))",6.828263403251789,6.508011567584619,0.06432404600510888,0.05619630207220305
"(np.int64(0), np.int64(4), np.int64(13), np.int64(41))",2.0643618261749723,3.5828586376998453,0.00791537437167178,0.012976681167842119
"(np.int64(0), np.int64(4), np.int64(14), np.int64(22))",5.875715606137323,2.2152910155473586,0.03346245933145453,0.02049631763530857
"(np.int64(0), np.int64(4), np.int64(16), np.int64(24))",4.7286303313366576,4.254578142907313,0.018721763368743094,0.03445041899275614
"(np.int64(0), np.int64(4), np.int64(17), np.int64(20))",3.8496456980457165,6.417642636860137,0.03032487062210998,0.05703545998550075
"(np.int64(0), np.int64(4), np.int64(19), np.int64(20))",11.271389990638898,10.94467377338688,0.0066962977437988735,0.006142795189391981
"(np.int64(0), np.int64(4), np.int64(26), np.int64(31))",2.5963505033232095,2.4445745076384235,0.05145261304036919,0.04121178002344705
"(np.int64(0), np.int64(4), np.int64(26), np.int64(43))",4.168509871468439,3.8916494069668652,0.03723537152079626,0.04165610221569993
"(np.int64(0), np.int64(4), np.int64(27), np.int64(39))",6.89240159656632,11.540855268070393,-0.016831039769633405,0.003001955341857432
"(np.int64(0), np.int64(4), np.int64(28), np.int64(36))",3.1258979005865655,3.379880178987695,0.017340879835157752,0.028415494835435373
"(np.int64(0), np.int64(4), np.int64(29), np.int64(34))",4.79797947276033,4.259764966549517,0.033658289151141885,0.0168510971448933
"(np.int64(0), np.int64(4), np.int64(31), np.int64(35))",4.001500620155776,5.4186448455601575,0.028521950475285385,0.027516243568709964
"(np.int64(0), np.int64(4), np.int64(32), np.int64(33))",2.2419863171585583,3.582257339565782,0.018564427626656,0.03441022961028983
"(np.int64(0), np.int64(5), np.int64(8), np.int64(20))",5.796498222882407,3.3291234352087358,0.03937052555817866,0.03536540352222661
"(np.int64(0), np.int64(5), np.int64(12), np.int64(19))",3.7934328029286455,4.745148969486291,0.028081867289113882,0.02997098471481019
"(np.int64(0), np.int64(5), np.int64(14), np.int64(29))",12.994906299265212,5.927290416769974,0.03976583381341159,0.028890863664752242
"(np.int64(0), np.int64(5), np.int64(15), np.int64(21))",1.8784960242184707,5.142680651459132,-0.001066417178301582,0.02254180485562307
"(np.int64(0), np.int64(5), np.int64(16), np.int64(34))",3.8882977551105458,4.547008966298942,0.02533801082289322,0.021501441182820713
"(np.int64(0), np.int64(5), np.int64(17), np.int64(20))",9.754643841860725,8.147922614672602,0.03951846585110408,0.032575794995463814
"(np.int64(0), np.int64(5), np.int64(21), np.int64(35))",4.308989468996203,4.186283055773595,0.006353940168469019,0.012090475263516032
"(np.int64(0), np.int64(5), np.int64(21), np.int64(37))",5.081998165396859,5.153291103099162,0.0030384536373150306,0.017482196918158
"(np.int64(0), np.int64(5), np.int64(22), np.int64(43))",2.922589168149526,7.293151979335681,0.024697690285494844,0.019525379254052178
"(np.int64(0), np.int64(5), np.int64(24), np.int64(36))",3.9919125864372753,3.8871271562241008,0.014596682261099336,0.019843542187507834
"(np.int64(0), np.int64(5), np.int64(31), np.int64(32))",4.1561060241226,5.881476501614617,0.005094534512791071,0.002306388948258409
"(np.int64(0), np.int64(5), np.int64(34), np.int64(41))",4.264241006218813,4.05826422817767,0.007021643434325653,0.00430775567343844
"(np.int64(0), np.int64(6), np.int64(8), np.int64(25))",5.93774369616831,6.5326071553122524,0.014092117718700448,0.012827528931917076
"(np.int64(0), np.int64(6), np.int64(10), np.int64(36))",5.417966395975465,5.452966101578858,0.041034158531081055,0.031532213579711255
"(np.int64(0), np.int64(6), np.int64(17), np.int64(20))",7.519277444390805,5.699575061723711,0.024321088001077906,0.03316214954842689
"(np.int64(0), np.int64(6), np.int64(20), np.int64(27))",8.145910377262094,15.014466440267357,-0.0008638705661500046,0.017180308620808993
"(np.int64(0), np.int64(6), np.int64(25), np.int64(34))",2.428162039727537,3.2136347691842713,0.020120302134542634,0.018287113682229128
"(np.int64(0), np.int64(6), np.int64(27), np.int64(41))",2.9907356499306,5.384113219001785,0.0027803380273254685,0.01714051820516649
"(np.int64(0), np.int64(6), np.int64(28), np.int64(38))",5.620882007387059,2.9597054061863957,0.023005042757042737,0.026525580475385113
"(np.int64(0), np.int64(6), np.int64(29), np.int64(40))",6.097802117524255,6.16319508765479,0.01040463953896853,0.022757255490634565
"(np.int64(0), np.int64(6), np.int64(42), np.int64(43))",4.650786142967045,4.959201208497195,0.01601773467879508,0.0033813138912250906
"(np.int64(0), np.int64(7), np.int64(8), np.int64(32))",4.864741063938309,4.2032916130952245,0.034034615136059876,0.023095663284337875
"(np.int64(0), np.int64(7), np.int64(11), np.int64(23))",3.066914332954563,3.136493027082583,0.020705663706536703,0.009710295061492347
"(np.int64(0), np.int64(7), np.int64(16), np.int64(28))",7.59641542863972,4.927620463787549,0.015770675148459534,0.030923646920965497
"(np.int64(0), np.int64(7), np.int64(16), np.int64(29))",8.370854781749854,9.374022003427779,0.014806342009803908,0.031065192814927034
"(np.int64(0), np.int64(7), np.int64(18), np.int64(22))",7.766467762222394,4.361500114310104,0.016948272601133296,0.017818553963280803
"(np.int64(0), np.int64(7), np.int64(21), np.int64(30))",14.136385354598456,4.313990597861737,0.059763755275813124,0.02613512387722594
"(np.int64(0), np.int64(7), np.int64(26), np.int64(33))",3.375820537922834,1.650865545615845,0.017197972165088116,0.017548872737866428
"(np.int64(0), np.int64(7), np.int64(27), np.int64(38))",11.31303598667397,4.644964556492197,0.0037615766753670288,0.015570209561742043
"(np.int64(0), np.int64(7), np.int64(28), np.int64(32))",1.9950623485388244,2.4441081824098476,0.024627970806918476,0.019898648410720976
"(np.int64(0), np.int64(7), np.int64(28), np.int64(43))",3.5832676297712034,2.8363293913063425,0.05206851025895365,0.02150888296219
"(np.int64(0), np.int64(8), np.int64(10), np.int64(16))",3.5582048196447293,3.0702428349757303,0.03618735823131458,0.048249180637014
"(np.int64(0), np.int64(8), np.int64(11), np.int64(35))",2.685598527699571,3.0060678503570655,0.037375823869197244,0.020977887570728715
"(np.int64(0), np.int64(8), np.int64(12), np.int64(39))",3.241705058469837,11.005856009819963,0.017197512399158787,0.005675251006952209
"(np.int64(0), np.int64(8), np.int64(14), np.int64(24))",1.7723486042542909,5.494854978919939,0.0222798803485873,0.014990799113528075
"(np.int64(0), np.int64(8), np.int64(15), np.int64(24))",3.499159678111158,4.647231454750575,0.015496604156967297,0.016049765610457678
"(np.int64(0), np.int64(8), np.int64(17), np.int64(36))",3.5931703066649914,3.5937746716106904,0.011226019309169777,0.009115754131915121
"(np.int64(0), np.int64(8), np.int64(18), np.int64(27))",9.94953673205459,8.124339065716004,0.0044949804701959195,0.0401208324015051
"(np.int64(0), np.int64(8), np.int64(19), np.int64(30))",3.2136288607865544,4.45541302951939,0.016381240790121043,0.01833400843618105
"(np.int64(0), np.int64(8), np.int64(19), np.int64(42))",3.018523563509759,4.323261875062442,0.0475593912609803,0.058214317907622326
"(np.int64(0), np.int64(8), np.int64(21), np.int64(29))",3.190319779615086,7.137023322490222,0.0,0.021452061304721992
"(np.int64(0), np.int64(8), np.int64(24), np.int64(39))",6.082767215189327,6.379469446741578,0.035218627211443865,0.015054238509653928
"(np.int64(0), np.int64(8), np.int64(26), np.int64(30))",6.4811858655743055,8.095144979143956,0.015096846951628495,0.01624160460573354
"(np.int64(0), np.int64(8), np.int64(27), np.int64(39))",12.057553263482717,9.857110555685576,0.002578416635678593,0.008760664625139358
"(np.int64(0), np.int64(8), np.int64(30), np.int64(34))",2.898652656798995,2.813471488639252,0.008380238283586028,0.013271772412128624
"(np.int64(0), np.int64(8), np.int64(30), np.int64(42))",2.9680388202003454,4.629341146616202,0.010904358554301607,0.008977872683835986
"(np.int64(0), np.int64(8), np.int64(37), np.int64(40))",3.6351954099390644,4.207778420778167,0.03872873393721987,0.02241803503179518
"(np.int64(0), np.int64(9), np.int64(13), np.int64(18))",5.004390855912809,5.5125442178099675,0.05099550372271555,0.03365349073449708
"(np.int64(0), np.int64(9), np.int64(13), np.int64(41))",2.4938405052937274,1.8675666343113688,0.006516422440760339,0.007473464836092236
"(np.int64(0), np.int64(9), np.int64(14), np.int64(28))",2.80043034647084,2.9576407863660394,0.021613588047682653,0.015189579771277661
"(np.int64(0), np.int64(9), np.int64(15), np.int64(25))",6.609757210210959,8.381880841427835,0.038168357532798014,0.019706605400865218
"(np.int64(0), np.int64(9), np.int64(22), np.int64(31))",2.4047547079750253,2.573800097415087,0.04055642269079851,0.03122221301141248
"(np.int64(0), np.int64(9), np.int64(22), np.int64(34))",2.147672081416851,3.5602802727761595,0.02863466024459249,0.018589588405787172
"(np.int64(0), np.int64(9), np.int64(24), np.int64(27))",2.4408334121308313,4.273892957977593,0.003310446988721294,0.032849254842164166
"(np.int64(0), np.int64(9), np.int64(26), np.int64(40))",2.4170343068723255,5.848661772845245,0.02865026206330845,0.024241145710340195
"(np.int64(0), np.int64(9), np.int64(30), np.int64(37))",10.920374831196662,6.4389358883548535,0.022672459017187285,0.0185248921898159
"(np.int64(0), np.int64(10), np.int64(11), np.int64(36))",6.141737505313951,5.099579988443158,0.01920204497812006,0.010074110891572063
"(np.int64(0), np.int64(10), np.int64(12), np.int64(39))",6.2370023919113855,8.386091825658982,0.025174860427558232,0.02375644832527224
"(np.int64(0), np.int64(10), np.int64(13), np.int64(17))",3.0317667591827266,5.375243608713554,0.028843850930169168,0.04727421594325465
"(np.int64(0), np.int64(10), np.int64(13), np.int64(28))",4.680732816386753,5.035546541702146,0.033933788393347375,0.018519878006483248
"(np.int64(0), np.int64(10), np.int64(13), np.int64(33))",8.824474128453517,10.053463801498802,0.03901901611102421,0.041926037516893055
"(np.int64(0), np.int64(10), np.int64(14), np.int64(15))",5.759587262675004,6.257614802305061,0.03673079824895775,0.06651606331875681
"(np.int64(0), np.int64(10), np.int64(17), np.int64(27))",4.953561366998713,3.5467015303264815,0.0014782236905819257,0.046101572484567144
"(np.int64(0), np.int64(10), np.int64(17), np.int64(34))",2.5601975353032214,3.1282300449605236,0.019321775693427967,0.01398201499356777
"(np.int64(0), np.int64(10), np.int64(20), np.int64(32))",3.0453952084758678,4.082399496790203,0.04319298370433955,0.05508608761982836
"(np.int64(0), np.int64(10), np.int64(20), np.int64(39))",6.639003208985738,6.793893309090473,0.04856434105993124,0.05654354288997909
"(np.int64(0), np.int64(10), np.int64(28), np.int64(31))",3.103076223234012,4.1472251817450205,0.038730827527990175,0.0274845309884858
"(np.int64(0), np.int64(10), np.int64(29), np.int64(39))",6.356759341802723,6.905430635577058,0.024381422250152496,0.023001701003122488
"(np.int64(0), np.int64(10), np.int64(42), np.int64(43))",9.481753048572982,6.11643472984889,0.028442905362067727,0.017130925528276886
"(np.int64(0), np.int64(11), np.int64(13), np.int64(25))",3.91556908459826,3.756343805617208,0.02894598617045019,0.027108392291620098
"(np.int64(0), np.int64(11), np.int64(15), np.int64(33))",3.786141744775374,4.197818483307105,0.04064157008299585,0.03918579883519269
"(np.int64(0), np.int64(11), np.int64(15), np.int64(35))",4.467529493765277,6.550752910735518,0.0363461509937123,0.013434892329160952
"(np.int64(0), np.int64(11), np.int64(15), np.int64(38))",8.152471451254415,5.508147693959473,0.027750756237519103,0.017582229235120206
"(np.int64(0), np.int64(11), np.int64(21), np.int64(32))",6.2549013615338405,4.381965516595493,0.00028716207943324523,0.033975175053521434
"(np.int64(0), np.int64(11), np.int64(24), np.int64(43))",3.7248143317241413,3.471791983393273,0.025968634621998388,0.03089173539240475
"(np.int64(0), np.int64(11), np.int64(31), np.int64(34))",4.017452145123104,2.8383691136794296,0.022104987386352026,0.021098412434119584
"(np.int64(0), np.int64(11), np.int64(31), np.int64(43))",5.136002140666026,4.566436557749221,0.01991844076038851,0.03692839927807923
"(np.int64(0), np.int64(12), np.int64(13), np.int64(36))",6.807817575950954,6.607244040949842,0.04229682452252814,0.032384715316204016
"(np.int64(0), np.int64(12), np.int64(14), np.int64(43))",4.074005045376938,5.7289561910286935,0.020796515083077782,0.019994239190559315
"(np.int64(0), np.int64(12), np.int64(16), np.int64(32))",3.0219658044135405,3.7523339408333674,0.03174210000111077,0.05647302609779725
"(np.int64(0), np.int64(12), np.int64(16), np.int64(43))",2.656446484780813,4.257268221662643,0.020055171118324555,0.012690009606145636
"(np.int64(0), np.int64(12), np.int64(17), np.int64(42))",4.532928796667768,3.259459344451322,0.026006258076642474,0.02081958044930876
"(np.int64(0), np.int64(12), np.int64(19), np.int64(42))",5.497984833505248,6.066359346953802,0.03387586326159331,0.042798283824961425
"(np.int64(0), np.int64(12), np.int64(21), np.int64(23))",2.647217771908513,5.246497672843828,-0.001684736163525602,0.010912823037021568
"(np.int64(0), np.int64(12), np.int64(22), np.int64(24))",2.9956819096644853,2.8847853516052133,0.027243004291873762,0.01750022878670543
"(np.int64(0), np.int64(12), np.int64(26), np.int64(37))",3.8473744355860418,8.660469522579923,0.020381366398030565,0.02975729660324844
"(np.int64(0), np.int64(12), np.int64(28), np.int64(40))",1.7071520487196226,5.418622846341649,0.0425185674154378,0.024830738122788798
"(np.int64(0), np.int64(12), np.int64(29), np.int64(31))",5.3173135731278665,3.516845913444477,0.027867474836988926,0.0236473927129921
"(np.int64(0), np.int64(12), np.int64(30), np.int64(38))",6.864566231624085,6.202011862344497,0.01167163698640028,0.010663850986930012
"(np.int64(0), np.int64(12), np.int64(31), np.int64(33))",3.537198540542064,2.9268827189293796,0.013944006892256833,0.011859823824251547
"(np.int64(0), np.int64(13), np.int64(14), np.int64(24))",3.7592855180757185,5.505333816529339,0.04799137998669034,0.04728873985322157
"(np.int64(0), np.int64(13), np.int64(17), np.int64(20))",5.672857274886632,5.56129224137859,0.02912491763830105,0.0306360432809899
"(np.int64(0), np.int64(13), np.int64(17), np.int64(37))",3.1495430661784996,3.808933167675934,0.01924472269033517,0.026227396669056602
"(np.int64(0), np.int64(13), np.int64(19), np.int64(22))",2.5822891256252993,3.2317802108590015,0.029090653749880735,0.031587440136550016
"(np.int64(0), np.int64(13), np.int64(19), np.int64(39))",6.26218006629474,9.657550523956758,0.041320174120464626,0.04543122388792775
"(np.int64(0), np.int64(13), np.int64(20), np.int64(37))",4.2799068078369915,2.74553367210664,0.06103714728323517,0.05544371735024667
"(np.int64(0), np.int64(13), np.int64(20), np.int64(39))",6.20305215900656,8.953077086776974,0.04142588736361197,0.05249361169280975
"(np.int64(0), np.int64(13), np.int64(20), np.int64(43))",3.0422470535779262,4.4670243780348935,0.02743251644125555,0.03109490482486632
"(np.int64(0), np.int64(13), np.int64(21), np.int64(32))",1.6875659675088437,1.5023153229511923,0.0003390141695559512,0.015176270631127031
"(np.int64(0), np.int64(13), np.int64(26), np.int64(40))",7.166291205388723,8.46146687453142,0.03833633487394139,0.021407423984277973
"(np.int64(0), np.int64(13), np.int64(28), np.int64(43))",3.247804617447001,3.583418033466783,0.026163244267285557,0.014870304242309618
"(np.int64(0), np.int64(13), np.int64(33), np.int64(43))",7.3392501286884535,7.62630794508034,0.037810145525553285,0.025117434930867044
"(np.int64(0), np.int64(14), np.int64(15), np.int64(29))",13.123585664428317,5.549335780086137,0.04206329903135386,0.024689690165983325
"(np.int64(0), np.int64(14), np.int64(15), np.int64(42))",5.40851590018474,7.626853611681907,0.0616837295712892,0.056912746516501245
"(np.int64(0), np.int64(14), np.int64(16), np.int64(34))",3.9765994121327477,4.092627062626784,0.02081344261273388,0.018175221307000222
"(np.int64(0), np.int64(14), np.int64(17), np.int64(38))",12.713482149165769,8.415097874512355,0.021818875719516462,0.032622597042617385
"(np.int64(0), np.int64(14), np.int64(18), np.int64(29))",5.799735977162914,4.153445183447082,0.06678553531819009,0.01986799111944415
"(np.int64(0), np.int64(14), np.int64(18), np.int64(32))",2.1550637769510637,3.761053998109251,0.022959836461484806,0.017119640519730472
"(np.int64(0), np.int64(14), np.int64(19), np.int64(23))",2.055767456195457,2.8504520512430314,0.011149974779907423,0.03211858135629875
"(np.int64(0), np.int64(14), np.int64(22), np.int64(34))",4.321279464974122,2.126310082133639,0.01453483855542781,0.008389251816290688
"(np.int64(0), np.int64(14), np.int64(23), np.int64(40))",15.236085773611979,4.503242457743512,0.0189462795219153,0.01992817707721184
"(np.int64(0), np.int64(14), np.int64(26), np.int64(36))",2.2592011505281997,6.492887552444353,0.016443094548803106,0.016458643809827422
"(np.int64(0), np.int64(15), np.int64(16), np.int64(18))",7.3227995073104415,7.124249265113394,0.018905322453056206,0.016454297023989706
"(np.int64(0), np.int64(15), np.int64(16), np.int64(26))",6.7220102210656245,3.9428269544395107,0.022564496223908437,0.018482388443051057
"(np.int64(0), np.int64(15), np.int64(21), np.int64(31))",3.359182894180001,2.3779613005289026,0.005956069172346257,0.018842192836848293
"(np.int64(0), np.int64(15), np.int64(22), np.int64(34))",2.5884668295573237,2.429191738941385,0.017226693306163332,0.00908681031059122
"(np.int64(0), np.int64(15), np.int64(25), np.int64(35))",4.56332369026107,3.3108589094366874,0.031007140150151935,0.009962748654135156
"(np.int64(0), np.int64(15), np.int64(27), np.int64(30))",8.794466087437767,3.5148012802688124,0.050956644762190306,0.027666836052092303
"(np.int64(0), np.int64(15), np.int64(30), np.int64(31))",8.506426283781748,3.6904018342846485,0.041790275165492385,0.05000830746563212
"(np.int64(0), np.int64(15), np.int64(32), np.int64(36))",3.1532331053801816,3.5517523051052544,0.017923121781869056,0.012552672932233055
"(np.int64(0), np.int64(15), np.int64(37), np.int64(40))",3.1436387716523773,3.579450527786449,0.013306751165092612,0.016432208584867047
"(np.int64(0), np.int64(15), np.int64(38), np.int64(43))",5.733643802945516,10.904527041505137,0.01693342815148624,0.03006253143520543
"(np.int64(0), np.int64(16), np.int64(20), np.int64(39))",6.683812693237216,10.919810905179883,0.02025744112219996,0.0300182083734446
"(np.int64(0), np.int64(16), np.int64(22), np.int64(34))",3.4387975869437137,1.6027169029662733,0.02057709624054893,0.022669563058966613
"(np.int64(0), np.int64(16), np.int64(23), np.int64(24))",9.664438177813249,3.4485124843081514,0.01816187833671057,0.011742485082045673
"(np.int64(0), np.int64(16), np.int64(24), np.int64(33))",4.460666983360416,6.042230615547386,0.02946502913690152,0.029015373390075316
"(np.int64(0), np.int64(16), np.int64(27), np.int64(33))",7.341676953681567,3.1205380519569745,0.0016360584104021525,0.02071512556247679
"(np.int64(0), np.int64(16), np.int64(28), np.int64(35))",3.8005067997386077,2.499699737894266,0.020866765248522823,0.02008361329418662
"(np.int64(0), np.int64(16), np.int64(33), np.int64(43))",3.548564197913682,3.5192417715903894,0.017724454986578708,0.033494728598157386
"(np.int64(0), np.int64(17), np.int64(20), np.int64(21))",8.966271816538917,4.375672306882619,-0.00015076087045284847,0.010705225402695695
"(np.int64(0), np.int64(17), np.int64(20), np.int64(35))",3.2746258120269616,3.227822913995382,0.02452424587591817,0.01861098038828979
"(np.int64(0), np.int64(17), np.int64(20), np.int64(43))",5.355007903590403,7.658179391148158,0.020693398539614383,0.017595142019693366
