S,tA,tB,synA,synB
"(np.int64(0), np.int64(5), np.int64(32))",8.115710118770572,6.079365228001559,0.054593783485081815,0.0764750649381849
"(np.int64(0), np.int64(5), np.int64(34))",6.479378436085442,4.276670628429933,0.018856902430709144,0.01693089486227839
"(np.int64(0), np.int64(5), np.int64(38))",11.245721284155708,13.507889578562466,0.0246684125216049,0.03603675392328054
"(np.int64(0), np.int64(5), np.int64(40))",8.54643857327017,11.465841874147912,0.027903873377037813,0.0458877482805885
"(np.int64(0), np.int64(5), np.int64(41))",3.5523059788671945,4.1205018361963335,0.003932831346200594,0.006501472373976469
"(np.int64(0), np.int64(6), np.int64(20))",14.447270455368557,15.53271935627634,0.06340153976526552,0.08466205111191916
"(np.int64(0), np.int64(6), np.int64(21))",8.200223766114252,9.417084732165957,0.0028878398471962052,0.031710580011912626
"(np.int64(0), np.int64(6), np.int64(26))",3.679559235478411,5.277752035641904,0.07828327093330545,0.0548061567647149
"(np.int64(0), np.int64(6), np.int64(32))",3.9577821887794307,2.7056710251889218,0.08274956647445697,0.06814930056452773
"(np.int64(0), np.int64(6), np.int64(36))",3.2025147270538596,2.319336864594411,0.03712832159527857,0.039775348066121374
"(np.int64(0), np.int64(6), np.int64(39))",17.757610027225763,22.778340567338834,0.03943448400000571,0.03594725881595484
"(np.int64(0), np.int64(6), np.int64(43))",10.758706899743776,13.485964554663285,0.03155813691248399,0.018675153260604316
"(np.int64(0), np.int64(7), np.int64(10))",3.191265361995739,3.452634023369334,0.09476867979727532,0.06952791609827969
"(np.int64(0), np.int64(7), np.int64(15))",10.856412355770656,9.854129509783238,0.03196976859489886,0.04173631505227904
"(np.int64(0), np.int64(7), np.int64(22))",7.970635382770801,6.7470431790954475,0.029195884853543297,0.0254186412170625
"(np.int64(0), np.int64(8), np.int64(14))",7.587940307706276,7.139116487844597,0.03369108420902678,0.03414892116265389
"(np.int64(0), np.int64(8), np.int64(19))",11.375941393714289,10.374437766598072,0.04539858334251279,0.05131484719247181
"(np.int64(0), np.int64(8), np.int64(20))",11.755052162131044,10.23292793220566,0.04430322290330346,0.05913816863753463
"(np.int64(0), np.int64(8), np.int64(26))",3.381698146006338,7.532124951220316,0.027240193279748803,0.04106663630526486
"(np.int64(0), np.int64(8), np.int64(35))",3.260322403633217,5.766024750956303,0.014619899030341,0.02005668378694858
"(np.int64(0), np.int64(8), np.int64(37))",3.590406085348841,5.181791263688811,0.03569763942866966,0.030603207070442062
"(np.int64(0), np.int64(8), np.int64(39))",12.159053907673284,11.145399156990399,0.03531261134718422,0.017733104974132052
"(np.int64(0), np.int64(9), np.int64(23))",8.218151911948823,3.9907477268024714,0.015013306171950402,0.023327578845773522
"(np.int64(0), np.int64(9), np.int64(24))",5.5718094650537,1.855320584927362,0.062135357747873154,0.04297004854221442
"(np.int64(0), np.int64(9), np.int64(25))",3.782676462345431,4.531499470081149,0.04423490001730046,0.016058326028912884
"(np.int64(0), np.int64(9), np.int64(39))",12.162788217160992,8.780435139958163,0.04814320613724754,0.03842556492656701
"(np.int64(0), np.int64(10), np.int64(14))",10.44286135275667,9.70098325157613,0.20974815476016717,0.20273213860790074
"(np.int64(0), np.int64(10), np.int64(17))",7.79623875832536,7.741433628188188,0.09438800537559544,0.06913185720411963
"(np.int64(0), np.int64(10), np.int64(20))",13.760116066855192,12.79027645893071,0.33251412456223695,0.29941519667098404
"(np.int64(0), np.int64(10), np.int64(23))",3.251221604106142,4.7067840458523005,0.03909970711787514,0.036350091767937354
"(np.int64(0), np.int64(10), np.int64(24))",3.63300949163673,4.494339340494449,0.10904145948744481,0.10274272912845217
"(np.int64(0), np.int64(10), np.int64(32))",12.212001912438943,11.537280446609506,0.06517804465410759,0.07583425039110625
"(np.int64(0), np.int64(10), np.int64(37))",8.714165767272998,9.294715557475353,0.07873517120523599,0.09066194567141783
"(np.int64(0), np.int64(10), np.int64(38))",14.844653814641012,15.360289883618536,0.1342532372756674,0.16886013181766624
"(np.int64(0), np.int64(10), np.int64(43))",9.256145385782045,9.9653320524945,0.04576710361658476,0.05873430370464494
"(np.int64(0), np.int64(11), np.int64(12))",8.989230757700634,7.169267207128373,0.07872089288450479,0.08264328586819503
"(np.int64(0), np.int64(11), np.int64(14))",10.14386171221066,9.483895604763115,0.061182600398531184,0.054797656538071005
"(np.int64(0), np.int64(11), np.int64(19))",11.14265739035029,10.612542092382235,0.028121786333879406,0.03104449451418234
"(np.int64(0), np.int64(11), np.int64(21))",7.906622283146091,4.0262645809946305,0.004011218401165806,0.0500322471415412
"(np.int64(0), np.int64(11), np.int64(27))",9.326875458839927,4.757345373087332,0.0203984646040537,0.047223206174413446
"(np.int64(0), np.int64(11), np.int64(33))",6.663237809890151,4.3548062817030635,0.10970821678954013,0.09055372227130898
"(np.int64(0), np.int64(11), np.int64(34))",6.849302264551143,6.69735779232527,0.046050730523123584,0.019531353584278044
"(np.int64(0), np.int64(11), np.int64(37))",7.8931110634982975,4.797102881897649,0.08965245423839807,0.08257974447836103
"(np.int64(0), np.int64(11), np.int64(42))",6.646004008957265,4.656756008139125,0.03642256271605537,0.045669028852129756
"(np.int64(0), np.int64(12), np.int64(16))",6.240218163474246,6.812688416290272,0.03348503991364038,0.041014057672673854
"(np.int64(0), np.int64(12), np.int64(19))",6.73257005024937,5.977406098673465,0.02787917075797619,0.04031860536491727
"(np.int64(0), np.int64(12), np.int64(30))",13.101608506789848,10.532627499243675,0.021988999833947642,0.024378601273310707
"(np.int64(0), np.int64(12), np.int64(37))",7.49560684977793,7.658049902011279,0.07164837996127127,0.0358893560665724
"(np.int64(0), np.int64(12), np.int64(40))",15.59884951563706,15.930710610696904,0.0426702443654553,0.048175860173786944
"(np.int64(0), np.int64(13), np.int64(21))",8.999483391980451,6.188583422767353,0.0038347673884532307,0.042555125894443546
"(np.int64(0), np.int64(13), np.int64(28))",5.984997400080727,3.7378480642129803,0.03225686523908389,0.016447761719407428
"(np.int64(0), np.int64(13), np.int64(30))",9.406788299332185,7.566059565157159,0.03309749367439563,0.04541952811965222
"(np.int64(0), np.int64(13), np.int64(32))",6.412871396864918,4.476790599544149,0.07910045571983804,0.07211224081850132
"(np.int64(0), np.int64(13), np.int64(33))",6.801331739167588,5.516223483494862,0.0755252021694629,0.07017606163750834
"(np.int64(0), np.int64(13), np.int64(40))",11.999362692903155,14.05662205947152,0.052446175601029266,0.03602916583320248
"(np.int64(0), np.int64(14), np.int64(16))",14.72312684000344,12.77527363840042,0.017004789106156215,0.021112760158812804
"(np.int64(0), np.int64(14), np.int64(26))",9.993394822747279,13.42477006213345,0.07071326818992196,0.07261009343473901
"(np.int64(0), np.int64(14), np.int64(28))",6.944790181914883,5.714718965189589,0.05726640183120102,0.0438866192957581
"(np.int64(0), np.int64(14), np.int64(31))",5.213711091160129,7.03574386284007,0.1296336235647645,0.13234624285964192
"(np.int64(0), np.int64(14), np.int64(34))",6.0720033254721,6.3549856154635656,0.03293194474292993,0.023999774733246437
"(np.int64(0), np.int64(14), np.int64(35))",6.0720033254721,6.3549856154635656,0.03293194474292993,0.023999774733246437
"(np.int64(0), np.int64(14), np.int64(38))",11.534894044599243,13.895739833399373,0.0911421374218836,0.06729301148248512
"(np.int64(0), np.int64(14), np.int64(42))",6.827836565144542,7.777133819753455,0.02726925487817189,0.037066305779191566
"(np.int64(0), np.int64(14), np.int64(43))",14.339949887439424,10.906517206503363,0.028331599891994186,0.027027508001157163
"(np.int64(0), np.int64(15), np.int64(16))",13.681996600312257,15.012853738247655,0.03373631865235982,0.026341942591289302
"(np.int64(0), np.int64(15), np.int64(25))",4.921418349912523,4.373989289122472,0.0361681192441341,0.023585941726314674
"(np.int64(0), np.int64(15), np.int64(29))",8.258512319051196,4.881112651686773,0.06427397004162883,0.0724198428093118
"(np.int64(0), np.int64(15), np.int64(32))",8.2522256164443,6.167771682716174,0.05426559180631707,0.05080776371546747
"(np.int64(0), np.int64(15), np.int64(33))",8.50239768158423,6.796465702513561,0.05342836733951262,0.06255113569721171
"(np.int64(0), np.int64(15), np.int64(34))",8.014995236463442,4.406205424104787,0.018047188117356616,0.017382836848194305
"(np.int64(0), np.int64(15), np.int64(41))",4.094551870122888,3.92506931218049,0.004262527385689552,0.005350833510264441
"(np.int64(0), np.int64(15), np.int64(43))",10.966632116428165,12.342293131102338,0.02922108625758746,0.04138528195629909
"(np.int64(0), np.int64(16), np.int64(18))",9.333741383248201,9.887707697582497,0.06973787823053157,0.0487566050610343
"(np.int64(0), np.int64(16), np.int64(22))",4.144324312001141,4.088778568686845,0.037948357684557954,0.03811628397589373
"(np.int64(0), np.int64(16), np.int64(23))",4.255791607435741,4.817278785908824,0.012411344347609155,0.012806630990383705
"(np.int64(0), np.int64(16), np.int64(30))",12.265740669177019,8.025800994178455,0.01846558019965816,0.0398260712977937
"(np.int64(0), np.int64(16), np.int64(35))",4.5252722393124385,4.810469420792733,0.030998001590389457,0.034624640779240434
"(np.int64(0), np.int64(16), np.int64(36))",4.5252722393124385,4.810469420792733,0.030998001590389457,0.034624640779240434
"(np.int64(0), np.int64(16), np.int64(39))",12.97890997070836,11.755464238404251,0.043031886109001105,0.041951912178299855
"(np.int64(0), np.int64(17), np.int64(23))",6.808665521186062,4.711343047301799,0.016950767519325893,0.02054986394467373
"(np.int64(0), np.int64(17), np.int64(28))",7.536073225112019,4.556700781820339,0.017147050133857755,0.018869624993289036
"(np.int64(0), np.int64(17), np.int64(33))",5.350068512499629,4.281013087895117,0.026684106887307824,0.02839620848074842
"(np.int64(0), np.int64(17), np.int64(35))",3.4639682374633565,4.671612670728799,0.017555184620040576,0.011271353806948325
"(np.int64(0), np.int64(18), np.int64(20))",8.769013357740015,5.855138125009364,0.03780821332720152,0.031393698532943715
"(np.int64(0), np.int64(18), np.int64(21))",8.29771445098336,4.401359237905746,0.0035162003127102714,0.03982790378901324
"(np.int64(0), np.int64(18), np.int64(30))",12.202822484097094,16.977576143185455,0.05991020140511982,0.03818188209316864
"(np.int64(0), np.int64(18), np.int64(39))",11.336539481239948,12.398365355723866,0.054056257477602676,0.04011058812679258
"(np.int64(0), np.int64(18), np.int64(40))",11.191551188398684,13.635672406701492,0.05158390821883785,0.05343062455436709
"(np.int64(0), np.int64(18), np.int64(41))",3.459538477524465,2.3624810109262593,0.004334782985160768,0.008644451936061337
"(np.int64(0), np.int64(19), np.int64(22))",4.660067760617278,3.2358279577566194,0.04869044785217935,0.054650232791511044
"(np.int64(0), np.int64(19), np.int64(23))",5.365190151390844,3.679649424080981,0.01957533226301933,0.02253363687199883
"(np.int64(0), np.int64(19), np.int64(27))",5.375184759642222,5.037505593159208,0.007009154160814157,0.03822211796713726
"(np.int64(0), np.int64(19), np.int64(29))",10.785684464424621,6.794761087306836,0.0623028711927055,0.04759645571811122
"(np.int64(0), np.int64(19), np.int64(30))",12.27686807733177,5.9088486813349625,0.06333865011699802,0.05040649242401729
"(np.int64(0), np.int64(19), np.int64(31))",6.884768675856224,5.356902125666971,0.04588084969703188,0.05206659005839864
"(np.int64(0), np.int64(19), np.int64(36))",4.872423324275254,3.9053336422342317,0.03925531617706857,0.020397330090816346
"(np.int64(0), np.int64(20), np.int64(23))",5.679739648034016,3.8895120640497267,0.01717999553759242,0.020634905589677066
"(np.int64(0), np.int64(20), np.int64(26))",7.801522199845835,13.119917071559685,0.03883226268353168,0.04109182680095724
"(np.int64(0), np.int64(20), np.int64(29))",10.229497112857441,6.699913979999799,0.06362899506001474,0.053531184943603316
"(np.int64(0), np.int64(20), np.int64(32))",7.2451362179727665,6.746201322550408,0.050296222585088035,0.055994588730780004
"(np.int64(0), np.int64(20), np.int64(42))",10.967388587295837,7.495136903132226,0.04548385611375294,0.055644828925833445
"(np.int64(0), np.int64(21), np.int64(22))",5.299315234014815,6.002232137636067,0.0077408694517482335,0.03393458409287886
"(np.int64(0), np.int64(21), np.int64(31))",4.764077548433396,4.436094226295577,0.002886666619359546,0.03662687522528807
"(np.int64(0), np.int64(22), np.int64(23))",1.9154710794733119,2.216271517800314,0.01407401743102743,0.010224615266716697
"(np.int64(0), np.int64(22), np.int64(30))",4.337137022904191,3.606521645493786,0.03448271620326271,0.021534594440151267
"(np.int64(0), np.int64(22), np.int64(32))",5.456346081333644,2.8203341142806164,0.050728681527187236,0.057616795043256674
"(np.int64(0), np.int64(22), np.int64(35))",4.6904031552242795,2.702274078320117,0.012129577678063552,0.024036104949313297
"(np.int64(0), np.int64(22), np.int64(40))",6.054792868786779,5.729572154543843,0.0266659262183625,0.026059429289221447
"(np.int64(0), np.int64(23), np.int64(25))",10.516248241711638,2.4148237930988667,0.0049869067933822064,0.004729121244000489
"(np.int64(0), np.int64(23), np.int64(28))",2.3181947759331183,2.0630395189282447,0.016319249735906594,0.010405675878845222
"(np.int64(0), np.int64(23), np.int64(31))",3.142559362541931,5.147960072975507,0.016756810514513498,0.01552875155223743
"(np.int64(0), np.int64(23), np.int64(33))",3.7850477858105394,5.782857582958571,0.029221332185706328,0.031182745707462822
"(np.int64(0), np.int64(23), np.int64(36))",3.1155947736677705,2.0605394727450075,0.011275936495118488,0.00721668691088706
"(np.int64(0), np.int64(23), np.int64(40))",6.1190676159313755,8.089134048099593,0.023420040631258354,0.015870067699262913
"(np.int64(0), np.int64(23), np.int64(43))",10.398379027397043,4.290723617257769,0.03389588129587762,0.011930085667656076
"(np.int64(0), np.int64(24), np.int64(25))",4.782054723732431,2.7456738343601805,0.025773561140093104,0.02442208652878608
"(np.int64(0), np.int64(24), np.int64(27))",10.2074731161875,5.090959006405692,0.009524285623998319,0.06251163568296247
"(np.int64(0), np.int64(24), np.int64(38))",7.889149614295945,10.94581164019749,0.02893554704323198,0.024581309591795386
"(np.int64(0), np.int64(24), np.int64(39))",16.64811298600423,14.366295523545451,0.03765358273777053,0.040800249844521574
"(np.int64(0), np.int64(24), np.int64(43))",4.88102340132929,4.250970283487839,0.048717439395547735,0.028565049909631823
"(np.int64(0), np.int64(25), np.int64(32))",3.160141568138332,3.3550016298184313,0.02041089368246707,0.014844681939906401
"(np.int64(0), np.int64(25), np.int64(37))",6.601753500996088,7.2583137350725435,0.01370377686176738,0.005521484445365821
"(np.int64(0), np.int64(25), np.int64(39))",9.249769863766476,4.420032683681845,0.02284767591476733,0.027433838523820087
"(np.int64(0), np.int64(26), np.int64(27))",8.798586370481724,5.805872424810803,0.033138344672068665,0.018541137859163004
"(np.int64(0), np.int64(26), np.int64(28))",2.8838758029002944,4.6449957765160175,0.04934766229731047,0.038352717575631856
"(np.int64(0), np.int64(26), np.int64(38))",10.283160912132557,7.545816433503618,0.03894227586283372,0.03282343586812364
"(np.int64(0), np.int64(27), np.int64(28))",5.056881423273501,8.949146241864591,0.006131166665363952,0.04320187128386421
"(np.int64(0), np.int64(27), np.int64(31))",4.832193488783549,4.139831407222386,0.002046765241047299,0.03426106752435276
"(np.int64(0), np.int64(27), np.int64(38))",6.03338999742756,6.954647073571217,0.09720756178977774,0.022962436652744667
"(np.int64(0), np.int64(28), np.int64(29))",3.5881335215459362,2.0601473599018902,0.020526189983004817,0.02679205787336225
"(np.int64(0), np.int64(28), np.int64(36))",3.65340139080674,2.350871835949646,0.013050830216908449,0.028026070524091673
"(np.int64(0), np.int64(28), np.int64(40))",3.9988549520241436,4.210508006655402,0.0373805064666094,0.025553796736786927
"(np.int64(0), np.int64(29), np.int64(36))",9.035862029317519,5.857458620958036,0.03342408666758201,0.014141983344335585
"(np.int64(0), np.int64(29), np.int64(37))",6.263499308372965,4.7715662872213995,0.03493892425659251,0.023665522380245108
"(np.int64(0), np.int64(30), np.int64(34))",7.954320764930426,4.44631994848643,0.038613038783474884,0.020970470977331956
"(np.int64(0), np.int64(30), np.int64(40))",9.778096972026919,7.7956927363891175,0.02790481749836271,0.08155962234907566
"(np.int64(0), np.int64(31), np.int64(34))",5.574128961755828,6.288089741271026,0.023132206438313596,0.021768631087577872
"(np.int64(0), np.int64(32), np.int64(35))",5.574064331725365,6.287909155822411,0.023130617296109324,0.021770309161867285
"(np.int64(0), np.int64(32), np.int64(38))",6.489278463877026,5.194251152262398,0.1434598503921758,0.12005440436841286
"(np.int64(0), np.int64(32), np.int64(43))",4.925734643802272,3.841395219804304,0.04027082175848462,0.030318168201148632
"(np.int64(0), np.int64(33), np.int64(34))",5.715675396462967,6.677614795004041,0.024813849968144508,0.017635436152661166
"(np.int64(0), np.int64(33), np.int64(36))",5.715675396462967,6.677614795004041,0.024813849968144508,0.017635436152661166
"(np.int64(0), np.int64(33), np.int64(43))",4.337893017694519,3.8598541917935,0.04127743219544178,0.027142785888042087
"(np.int64(0), np.int64(34), np.int64(36))",4.683124381287796,4.876157402460503,0.00013116148829095398,0.00024129750535029082
"(np.int64(0), np.int64(34), np.int64(37))",6.461651145829743,4.019026153091551,0.011498296192884672,0.006803672332606148
"(np.int64(0), np.int64(35), np.int64(37))",6.461651145829743,4.019026153091551,0.011498296192884672,0.006803672332606148
"(np.int64(0), np.int64(35), np.int64(42))",4.428574219527218,4.2104117831629715,0.02667122035967473,0.014499929087778973
"(np.int64(0), np.int64(36), np.int64(37))",6.461651145829743,4.019026153091551,0.011498296192884672,0.006803672332606148
"(np.int64(0), np.int64(36), np.int64(40))",7.008926169139323,8.29333108748887,0.008236447731418517,0.015358366937971213
"(np.int64(0), np.int64(36), np.int64(42))",4.428574219527218,4.2104117831629715,0.02667122035967473,0.014499929087778973
"(np.int64(0), np.int64(36), np.int64(43))",5.934636149329031,5.661631446197864,0.016473247492540866,0.015297494224784325
"(np.int64(0), np.int64(37), np.int64(40))",16.65090629608195,7.466937498534122,0.028750493090625717,0.018134783615364247
"(np.int64(0), np.int64(37), np.int64(41))",1.5155688035086752,2.966120404624106,0.0088006610683945,0.019549014401890608
"(np.int64(0), np.int64(38), np.int64(39))",8.777425593344999,7.464679795785666,0.026538744127308944,0.010992520806278328
"(np.int64(0), np.int64(39), np.int64(41))",6.539187239887826,3.846786163155386,0.005255903280365515,0.006609336318279091
"(np.int64(0), np.int64(41), np.int64(42))",3.2627385717031863,3.5133995278230143,0.005369218172397439,0.011476183281326824
"(np.int64(1), np.int64(2), np.int64(4))",4.203449501268584,5.640888044372385,0.04243166707095858,0.05689147832419561
"(np.int64(1), np.int64(2), np.int64(5))",7.413425123307023,7.603958875675935,0.06457088438482717,0.05297500039282366
"(np.int64(1), np.int64(2), np.int64(14))",13.982985265242313,11.648253039053452,0.06059810854597891,0.06015796554954589
"(np.int64(1), np.int64(2), np.int64(18))",8.228750693478526,4.235523303383619,0.026454077623045746,0.039496925011993644
"(np.int64(1), np.int64(2), np.int64(31))",8.163252346742711,5.955823878307512,0.06548012058235753,0.06604746315836585
"(np.int64(1), np.int64(2), np.int64(32))",8.163353113285382,5.955773123620556,0.06548081974088393,0.06604422523952713
"(np.int64(1), np.int64(2), np.int64(38))",15.30929105258633,12.5584968638711,0.06445829292923688,0.047518496810503796
"(np.int64(1), np.int64(2), np.int64(39))",12.370982028631563,10.115879276791674,0.04498417496104479,0.03429830468703554
"(np.int64(1), np.int64(2), np.int64(42))",7.464040574202797,5.869621621276971,0.0205708095183339,0.019362084268020552
"(np.int64(1), np.int64(3), np.int64(5))",8.66719931661625,9.942543337629614,0.060999376709725106,0.052102751782602486
"(np.int64(1), np.int64(3), np.int64(6))",6.939007182401329,7.421305822451597,0.060573903473695734,0.04883291077920804
"(np.int64(1), np.int64(3), np.int64(8))",3.493754128468249,7.735783250874452,0.049269647650315274,0.049876720772090155
"(np.int64(1), np.int64(3), np.int64(14))",12.38699008614009,9.784308753118431,0.07412469889646378,0.060919143197526227
"(np.int64(1), np.int64(3), np.int64(17))",7.8982901398045815,5.26168246136952,0.057130117448408235,0.055012595768421435
"(np.int64(1), np.int64(3), np.int64(18))",6.890429770926108,5.800956705169168,0.0305861305324574,0.03674938647941861
"(np.int64(1), np.int64(3), np.int64(24))",9.38450567240763,10.732973692798897,0.07062009692964855,0.03475970150145524
"(np.int64(1), np.int64(3), np.int64(27))",6.258397597650678,5.416951296968813,-0.0001668887614214576,0.02908969500031633
"(np.int64(1), np.int64(3), np.int64(30))",6.070991652191899,5.90571289103621,0.013442101108459559,0.12307480880836053
"(np.int64(1), np.int64(3), np.int64(31))",7.929699452978807,5.341806646341557,0.07893702259314173,0.09220525911152133
"(np.int64(1), np.int64(3), np.int64(32))",7.9294677105695275,5.341461945589132,0.07893432141760715,0.09220606392561226
"(np.int64(1), np.int64(4), np.int64(9))",4.6189933587610925,5.643718101167629,0.12251134465958358,0.12738793819485972
"(np.int64(1), np.int64(4), np.int64(10))",17.466407841023795,17.016815254894812,0.06167675199083722,0.07706921366563568
"(np.int64(1), np.int64(4), np.int64(19))",23.55965807564732,19.64711789823451,0.1577158710235177,0.11940607279180604
"(np.int64(1), np.int64(4), np.int64(20))",23.80011328277661,19.873881952456433,0.15132564725307618,0.10792043388051165
"(np.int64(1), np.int64(4), np.int64(25))",4.604351732919652,3.4879828798902177,0.01594322891315325,0.016781130596620453
"(np.int64(1), np.int64(4), np.int64(30))",9.401199051955155,7.197277422752866,0.033312231799575875,0.07778096721161509
"(np.int64(1), np.int64(4), np.int64(35))",8.50828280774005,6.050842903833384,0.04687323207267635,0.03122091968253471
"(np.int64(1), np.int64(4), np.int64(37))",10.146748331403973,9.381909724155832,0.03718087787898505,0.03799164250586107
"(np.int64(1), np.int64(4), np.int64(41))",3.1270263498034856,2.0173098548158266,0.008167086526935652,0.008072761755271496
"(np.int64(1), np.int64(4), np.int64(42))",20.31015478454027,18.95105865951504,0.028519989951814595,0.02485208814693074
"(np.int64(1), np.int64(5), np.int64(10))",10.05492400680062,8.217913227777538,0.10775714984442297,0.10717616828206367
"(np.int64(1), np.int64(5), np.int64(12))",3.5134401205201975,5.688153660556937,0.06985376862158699,0.06181880863887357
"(np.int64(1), np.int64(5), np.int64(23))",7.572034607182436,7.052940066745959,0.008454822297235931,0.008400209998320474
"(np.int64(1), np.int64(5), np.int64(31))",7.780284807150152,7.229606384094406,0.11096070133696379,0.13321791020942553
"(np.int64(1), np.int64(5), np.int64(35))",6.14967985420682,5.486305927804259,0.05784603394991117,0.027320388409489804
"(np.int64(1), np.int64(5), np.int64(42))",9.433100208220372,10.317313093478232,0.07536091177672044,0.054294470160976216
"(np.int64(1), np.int64(6), np.int64(10))",12.617936306536322,13.678289239151463,0.07052013493000975,0.09155403662951167
"(np.int64(1), np.int64(6), np.int64(26))",4.711817817840043,4.850110418089126,0.05658667515665461,0.04180787219834714
"(np.int64(1), np.int64(6), np.int64(42))",4.166778679765411,6.6599568689443265,0.04104774082850726,0.037499517293340556
"(np.int64(1), np.int64(7), np.int64(8))",5.483404373258071,5.54315990551061,0.044196457517321264,0.034706709627003396
"(np.int64(1), np.int64(7), np.int64(12))",9.273851278921768,9.488951468826963,0.03099167137178671,0.02277565857234387
