indices,source,syn3_true,weight,strong,split
"(0, 12, 13)",remainder1800,0.1186354756355285,7.137222222222222,True,tune
"(0, 12, 18)",remainder1800,0.0997644066810607,7.137222222222222,False,tune
"(0, 12, 29)",remainder1800,0.0638673901557922,7.137222222222222,False,tune
"(0, 12, 30)",remainder1800,0.0518602132797241,7.137222222222222,False,test
"(0, 12, 33)",exact397,0.1651005148887634,1.0,True,test
"(0, 12, 43)",remainder1800,0.047699749469757,7.137222222222222,False,tune
"(0, 13, 14)",exact397,0.1306791305541992,1.0,True,test
"(0, 13, 15)",remainder1800,0.0867344737052917,7.137222222222222,False,tune
"(0, 13, 16)",remainder1800,0.053737461566925,7.137222222222222,False,tune
"(0, 13, 17)",remainder1800,0.0574418306350708,7.137222222222222,False,tune
"(0, 13, 30)",remainder1800,0.0836603045463562,7.137222222222222,False,tune
"(0, 13, 33)",exact397,0.1134198904037475,1.0,True,test
"(0, 13, 35)",remainder1800,0.0441259145736694,7.137222222222222,False,tune
"(0, 13, 42)",exact397,0.1539450883865356,1.0,True,tune
"(0, 13, 43)",exact397,0.059809386730194,1.0,False,test
"(0, 14, 18)",remainder1800,0.0404108166694641,7.137222222222222,False,tune
"(0, 14, 19)",remainder1800,0.1397149562835693,7.137222222222222,True,test
"(0, 14, 27)",remainder1800,0.0554590821266174,7.137222222222222,False,tune
"(0, 14, 30)",remainder1800,0.0862925052642822,7.137222222222222,False,tune
"(0, 14, 31)",exact397,0.1573067903518676,1.0,True,tune
"(0, 14, 32)",exact397,0.1572872400283813,1.0,True,test
"(0, 14, 33)",exact397,0.1478461623191833,1.0,True,test
"(0, 14, 36)",exact397,0.0451546907424926,1.0,False,tune
"(0, 14, 38)",exact397,0.0704625844955444,1.0,False,tune
"(0, 15, 16)",remainder1800,0.0503593683242797,7.137222222222222,False,tune
"(0, 15, 27)",remainder1800,0.0433116555213928,7.137222222222222,False,tune
"(0, 16, 17)",remainder1800,0.0535788536071777,7.137222222222222,False,tune
"(0, 16, 18)",exact397,0.0781598687171936,1.0,False,tune
"(0, 16, 21)",remainder1800,0.0519896745681762,7.137222222222222,False,test
"(0, 16, 32)",remainder1800,0.1146209239959716,7.137222222222222,True,test
"(0, 16, 33)",remainder1800,0.1232669353485107,7.137222222222222,True,test
"(0, 17, 18)",remainder1800,0.0481853485107421,7.137222222222222,False,tune
"(0, 18, 37)",remainder1800,0.063646376132965,7.137222222222222,False,tune
"(0, 18, 41)",remainder1800,0.0062302350997924,7.137222222222222,False,tune
"(0, 19, 28)",remainder1800,0.075793981552124,7.137222222222222,False,tune
"(0, 19, 37)",remainder1800,0.0495381355285644,7.137222222222222,False,test
"(0, 20, 27)",remainder1800,0.0495821237564086,7.137222222222222,False,test
"(0, 20, 28)",exact397,0.0755550861358642,1.0,False,tune
"(0, 20, 42)",remainder1800,0.0415355563163757,7.137222222222222,False,tune
"(0, 21, 35)",exact397,0.0416887998580932,1.0,False,test
"(0, 22, 33)",exact397,0.1417421698570251,1.0,True,test
"(0, 22, 38)",remainder1800,0.0442683696746826,7.137222222222222,False,tune
"(0, 23, 27)",remainder1800,0.0360163450241088,7.137222222222222,False,test
"(0, 23, 29)",remainder1800,0.0260980725288391,7.137222222222222,False,tune
"(0, 23, 35)",remainder1800,0.0190961956977844,7.137222222222222,False,tune
"(0, 23, 43)",remainder1800,0.0182716846466064,7.137222222222222,False,tune
"(0, 24, 30)",remainder1800,0.0636831521987915,7.137222222222222,False,tune
"(0, 24, 31)",exact397,0.1255571842193603,1.0,True,test
"(0, 24, 37)",exact397,0.0872530341148376,1.0,False,tune
"(0, 24, 42)",remainder1800,0.0639600157737732,7.137222222222222,False,test
"(0, 25, 32)",remainder1800,0.0335354804992675,7.137222222222222,False,test
"(0, 25, 33)",remainder1800,0.037230908870697,7.137222222222222,False,test
"(0, 26, 41)",remainder1800,0.01520836353302,7.137222222222222,False,test
"(0, 26, 42)",remainder1800,0.0920847058296203,7.137222222222222,False,tune
"(0, 26, 43)",remainder1800,0.0595535635948181,7.137222222222222,False,test
"(0, 27, 33)",remainder1800,0.0500822067260742,7.137222222222222,False,test
"(0, 28, 32)",remainder1800,0.110706627368927,7.137222222222222,True,test
"(0, 28, 34)",remainder1800,0.034354031085968,7.137222222222222,False,tune
"(0, 28, 43)",remainder1800,0.0566939115524292,7.137222222222222,False,tune
"(0, 29, 31)",remainder1800,0.0649643540382385,7.137222222222222,False,tune
"(0, 29, 36)",remainder1800,0.0308704376220703,7.137222222222222,False,tune
"(0, 29, 41)",remainder1800,0.0094073414802551,7.137222222222222,False,tune
"(0, 31, 35)",remainder1800,0.0629080533981323,7.137222222222222,False,tune
"(0, 31, 38)",remainder1800,0.1242576241493225,7.137222222222222,True,tune
"(0, 33, 34)",remainder1800,0.053730309009552,7.137222222222222,False,test
"(0, 33, 35)",remainder1800,0.053730309009552,7.137222222222222,False,tune
"(0, 33, 39)",remainder1800,0.110530138015747,7.137222222222222,True,test
"(0, 34, 38)",remainder1800,0.0468473434448242,7.137222222222222,False,test
"(0, 34, 42)",remainder1800,0.0434816479682922,7.137222222222222,False,tune
"(0, 35, 39)",remainder1800,0.0331842303276062,7.137222222222222,False,tune
"(0, 36, 41)",remainder1800,0.0101799964904785,7.137222222222222,False,tune
"(0, 36, 42)",remainder1800,0.0434816479682922,7.137222222222222,False,test
"(0, 38, 39)",exact397,0.0150692462921142,1.0,False,tune
"(0, 38, 42)",exact397,0.1770395040512085,1.0,True,test
"(0, 39, 40)",exact397,0.1554203033447265,1.0,True,tune
"(0, 40, 42)",exact397,0.1748396158218383,1.0,True,tune
"(1, 2, 3)",exact397,0.125055730342865,1.0,True,tune
"(1, 2, 7)",remainder1800,0.0729831457138061,7.137222222222222,False,tune
"(1, 2, 13)",exact397,0.1304301023483276,1.0,True,test
"(1, 2, 18)",remainder1800,0.0460761189460754,7.137222222222222,False,test
"(1, 2, 24)",remainder1800,0.064691424369812,7.137222222222222,False,tune
"(1, 2, 28)",remainder1800,0.0457769036293029,7.137222222222222,False,tune
"(1, 2, 30)",exact397,0.0582085251808166,1.0,False,test
"(1, 3, 12)",exact397,0.1285172700881958,1.0,True,test
"(1, 3, 16)",remainder1800,0.0561166405677795,7.137222222222222,False,tune
"(1, 3, 20)",remainder1800,0.0690099596977233,7.137222222222222,False,tune
"(1, 3, 22)",remainder1800,0.0397361516952514,7.137222222222222,False,tune
"(1, 3, 24)",remainder1800,0.0686530470848083,7.137222222222222,False,tune
"(1, 3, 31)",remainder1800,0.0893633961677551,7.137222222222222,False,test
"(1, 3, 32)",remainder1800,0.0915966629981994,7.137222222222222,False,tune
"(1, 3, 33)",remainder1800,0.0899316072463989,7.137222222222222,False,tune
"(1, 3, 36)",remainder1800,0.0350500345230102,7.137222222222222,False,tune
"(1, 3, 42)",exact397,0.1474666595458984,1.0,True,tune
"(1, 4, 9)",exact397,0.1418442130088806,1.0,True,test
"(1, 4, 10)",remainder1800,0.0786265134811401,7.137222222222222,False,test
"(1, 4, 18)",exact397,0.1446799039840698,1.0,True,tune
"(1, 4, 39)",exact397,0.064355194568634,1.0,False,tune
"(1, 5, 7)",remainder1800,0.0694519281387329,7.137222222222222,False,test
"(1, 5, 15)",remainder1800,0.0856178998947143,7.137222222222222,False,test
"(1, 5, 21)",remainder1800,0.0523512959480285,7.137222222222222,False,tune
"(1, 5, 23)",remainder1800,0.0084868073463439,7.137222222222222,False,tune
"(1, 5, 40)",remainder1800,0.0560097694396972,7.137222222222222,False,tune
"(1, 5, 42)",exact397,0.1223428845405578,1.0,True,test
"(1, 5, 43)",exact397,0.0687912702560424,1.0,False,tune
"(1, 6, 7)",remainder1800,0.0837447643280029,7.137222222222222,False,tune
"(1, 6, 11)",remainder1800,0.0696384310722351,7.137222222222222,False,tune
"(1, 6, 13)",remainder1800,0.0992082953453064,7.137222222222222,False,tune
"(1, 6, 14)",remainder1800,0.0785456895828247,7.137222222222222,False,tune
"(1, 6, 19)",remainder1800,0.0796071290969848,7.137222222222222,False,tune
"(1, 6, 24)",remainder1800,0.111826479434967,7.137222222222222,True,tune
"(1, 6, 41)",remainder1800,0.0058141350746154,7.137222222222222,False,tune
"(1, 6, 42)",remainder1800,0.0770522356033325,7.137222222222222,False,test
"(1, 7, 11)",exact397,0.1791528463363647,1.0,True,test
"(1, 7, 14)",exact397,0.145749807357788,1.0,True,test
"(1, 7, 15)",remainder1800,0.0708809494972229,7.137222222222222,False,tune
"(1, 7, 17)",remainder1800,0.1316452622413635,7.137222222222222,True,test
"(1, 7, 19)",exact397,0.1396825313568115,1.0,True,tune
"(1, 7, 20)",exact397,0.1371217966079712,1.0,True,test
"(1, 7, 23)",remainder1800,0.0332306027412414,7.137222222222222,False,test
"(1, 7, 40)",remainder1800,0.042733609676361,7.137222222222222,False,tune
"(1, 8, 14)",remainder1800,0.0538291335105896,7.137222222222222,False,test
"(1, 8, 18)",remainder1800,0.0342055559158325,7.137222222222222,False,test
"(1, 8, 19)",remainder1800,0.043844997882843,7.137222222222222,False,tune
"(1, 8, 20)",remainder1800,0.0454095602035522,7.137222222222222,False,tune
"(1, 8, 30)",remainder1800,0.0289765000343322,7.137222222222222,False,tune
"(1, 8, 32)",remainder1800,0.0346341729164123,7.137222222222222,False,tune
"(1, 9, 10)",exact397,0.1331071853637695,1.0,True,tune
"(1, 9, 20)",remainder1800,0.0374094247817993,7.137222222222222,False,tune
"(1, 9, 22)",remainder1800,0.0381752252578735,7.137222222222222,False,tune
"(1, 9, 25)",remainder1800,0.0199803113937377,7.137222222222222,False,tune
"(1, 9, 28)",remainder1800,0.0346694588661193,7.137222222222222,False,test
"(1, 9, 29)",remainder1800,0.0996678471565246,7.137222222222222,False,tune
"(1, 9, 35)",remainder1800,0.0272304415702819,7.137222222222222,False,test
"(1, 9, 38)",remainder1800,0.072829782962799,7.137222222222222,False,test
"(1, 10, 17)",remainder1800,0.0535351634025573,7.137222222222222,False,test
"(1, 10, 18)",exact397,0.1528741121292114,1.0,True,tune
"(1, 10, 20)",remainder1800,0.0744171738624572,7.137222222222222,False,tune
"(1, 10, 37)",remainder1800,0.0692298412322998,7.137222222222222,False,tune
"(1, 11, 12)",remainder1800,0.0668421387672424,7.137222222222222,False,test
"(1, 11, 14)",exact397,0.1740038394927978,1.0,True,tune
"(1, 11, 17)",exact397,0.177570104598999,1.0,True,tune
"(1, 11, 18)",remainder1800,0.1037656068801879,7.137222222222222,True,test
"(1, 11, 19)",exact397,0.4547143578529358,1.0,True,tune
"(1, 11, 20)",exact397,0.3614066243171692,1.0,True,test
"(1, 11, 22)",remainder1800,0.0612423419952392,7.137222222222222,False,test
"(1, 11, 26)",exact397,0.0643327832221984,1.0,False,tune
"(1, 11, 39)",remainder1800,0.122582197189331,7.137222222222222,True,test
"(1, 11, 40)",exact397,0.1617283821105957,1.0,True,tune
"(1, 12, 13)",exact397,0.1327561140060424,1.0,True,tune
"(1, 12, 15)",remainder1800,0.0747153162956237,7.137222222222222,False,test
"(1, 12, 16)",remainder1800,0.0493101477622985,7.137222222222222,False,tune
"(1, 12, 20)",remainder1800,0.0583553314208984,7.137222222222222,False,test
"(1, 12, 22)",remainder1800,0.0496235489845275,7.137222222222222,False,test
"(1, 12, 24)",remainder1800,0.0734331011772155,7.137222222222222,False,tune
"(1, 12, 29)",remainder1800,0.0765676498413086,7.137222222222222,False,tune
"(1, 12, 35)",remainder1800,0.0696605443954467,7.137222222222222,False,tune
"(1, 12, 40)",remainder1800,0.0576350688934326,7.137222222222222,False,tune
"(1, 13, 17)",remainder1800,0.0630712509155273,7.137222222222222,False,tune
"(1, 13, 29)",remainder1800,0.104066789150238,7.137222222222222,True,test
"(1, 13, 42)",exact397,0.1416866183280944,1.0,True,tune
"(1, 14, 17)",exact397,0.158487856388092,1.0,True,test
"(1, 14, 18)",remainder1800,0.0684806704521179,7.137222222222222,False,tune
"(1, 14, 27)",remainder1800,0.0622840523719787,7.137222222222222,False,tune
"(1, 14, 42)",remainder1800,0.0797140002250671,7.137222222222222,False,tune
"(1, 15, 17)",remainder1800,0.0766491293907165,7.137222222222222,False,tune
"(1, 15, 20)",remainder1800,0.0946003794670105,7.137222222222222,False,test
"(1, 15, 21)",remainder1800,0.0506877303123474,7.137222222222222,False,tune
"(1, 15, 28)",remainder1800,0.0509219765663147,7.137222222222222,False,tune
"(1, 15, 31)",remainder1800,0.1178716421127319,7.137222222222222,True,tune
"(1, 15, 42)",exact397,0.1301615238189697,1.0,True,tune
"(1, 16, 31)",remainder1800,0.0546889305114746,7.137222222222222,False,test
"(1, 16, 42)",remainder1800,0.0629113316535949,7.137222222222222,False,tune
"(1, 16, 43)",remainder1800,0.0431439876556396,7.137222222222222,False,test
"(1, 17, 19)",exact397,0.141340970993042,1.0,True,test
"(1, 17, 20)",exact397,0.1421712636947631,1.0,True,tune
"(1, 17, 24)",remainder1800,0.0625616312026977,7.137222222222222,False,tune
"(1, 17, 26)",remainder1800,0.0569178462028503,7.137222222222222,False,test
"(1, 17, 33)",remainder1800,0.0434086322784423,7.137222222222222,False,tune
"(1, 17, 35)",remainder1800,0.0564739108085632,7.137222222222222,False,tune
"(1, 17, 42)",remainder1800,0.0819202065467834,7.137222222222222,False,tune
"(1, 17, 43)",remainder1800,0.0785085558891296,7.137222222222222,False,test
"(1, 18, 32)",remainder1800,0.0782947540283203,7.137222222222222,False,tune
"(1, 18, 33)",remainder1800,0.0727130770683288,7.137222222222222,False,test
"(1, 18, 36)",remainder1800,0.0290262103080749,7.137222222222222,False,test
"(1, 18, 40)",remainder1800,0.1330447196960449,7.137222222222222,True,tune
"(1, 18, 41)",remainder1800,0.0057625770568847,7.137222222222222,False,test
"(1, 19, 40)",exact397,0.1286011338233947,1.0,True,test
"(1, 20, 25)",remainder1800,0.0250672101974487,7.137222222222222,False,tune
"(1, 20, 33)",remainder1800,0.0521440505981445,7.137222222222222,False,tune
"(1, 21, 26)",remainder1800,0.0493033528327941,7.137222222222222,False,test
"(1, 21, 29)",remainder1800,0.0530174970626831,7.137222222222222,False,tune
"(1, 21, 31)",remainder1800,0.0428911447525024,7.137222222222222,False,tune
"(1, 21, 33)",remainder1800,0.0490720868110656,7.137222222222222,False,tune
"(1, 21, 34)",remainder1800,0.0429599285125732,7.137222222222222,False,tune
"(1, 21, 35)",exact397,0.0429599285125732,1.0,False,tune
"(1, 21, 36)",remainder1800,0.0429599285125732,7.137222222222222,False,tune
"(1, 21, 42)",remainder1800,0.1054813861846923,7.137222222222222,True,test
"(1, 22, 24)",remainder1800,0.0578736662864685,7.137222222222222,False,tune
"(1, 22, 30)",remainder1800,0.05337655544281,7.137222222222222,False,tune
"(1, 22, 40)",remainder1800,0.0624753832817077,7.137222222222222,False,tune
"(1, 23, 29)",remainder1800,0.018311321735382,7.137222222222222,False,test
"(1, 23, 36)",remainder1800,0.0150301456451416,7.137222222222222,False,tune
"(1, 23, 42)",remainder1800,0.0178990364074707,7.137222222222222,False,tune
"(1, 23, 43)",remainder1800,0.0370824933052063,7.137222222222222,False,tune
"(1, 24, 28)",remainder1800,0.0613939762115478,7.137222222222222,False,test
"(1, 24, 35)",remainder1800,0.0427033305168151,7.137222222222222,False,test
"(1, 24, 40)",remainder1800,0.0709127783775329,7.137222222222222,False,tune
"(1, 25, 27)",remainder1800,0.027836263179779,7.137222222222222,False,test
"(1, 25, 28)",remainder1800,0.0329996347427368,7.137222222222222,False,tune
"(1, 25, 30)",exact397,0.0384133458137512,1.0,False,tune
"(1, 25, 35)",remainder1800,0.0469080209732055,7.137222222222222,False,test
"(1, 25, 36)",remainder1800,0.0469080209732055,7.137222222222222,False,tune
"(1, 25, 39)",remainder1800,0.0335986018180847,7.137222222222222,False,test
"(1, 26, 31)",remainder1800,0.0538689494132995,7.137222222222222,False,test
"(1, 26, 35)",remainder1800,0.0387402772903442,7.137222222222222,False,test
"(1, 27, 29)",remainder1800,0.0559151768684387,7.137222222222222,False,tune
"(1, 27, 36)",remainder1800,0.044014573097229,7.137222222222222,False,tune
"(1, 28, 39)",remainder1800,0.0372270941734313,7.137222222222222,False,tune
"(1, 29, 33)",exact397,0.1276763081550598,1.0,True,tune
"(1, 29, 38)",exact397,0.1440215110778808,1.0,True,tune
"(1, 30, 32)",remainder1800,0.1157256364822387,7.137222222222222,True,test
"(1, 31, 32)",remainder1800,0.0098357796669006,7.137222222222222,False,test
"(1, 31, 39)",remainder1800,0.1030980944633483,7.137222222222222,True,test
"(1, 32, 33)",remainder1800,0.0270249247550964,7.137222222222222,False,tune
"(1, 32, 39)",remainder1800,0.1017820239067077,7.137222222222222,True,tune
"(1, 32, 40)",remainder1800,0.1099510788917541,7.137222222222222,True,tune
"(1, 33, 35)",remainder1800,0.0385293960571289,7.137222222222222,False,tune
"(1, 33, 41)",remainder1800,0.0139916539192199,7.137222222222222,False,tune
"(1, 34, 38)",remainder1800,0.035366952419281,7.137222222222222,False,test
"(1, 34, 41)",remainder1800,0.0048308968544006,7.137222222222222,False,tune
"(1, 36, 39)",remainder1800,0.0359354019165039,7.137222222222222,False,test
"(1, 37, 40)",remainder1800,0.0634658932685852,7.137222222222222,False,test
"(1, 37, 42)",remainder1800,0.0650195479393005,7.137222222222222,False,test
"(1, 38, 42)",exact397,0.1788983941078186,1.0,True,tune
"(1, 39, 40)",exact397,0.1554701924324035,1.0,True,test
"(1, 39, 42)",exact397,0.1791501641273498,1.0,True,test
"(1, 40, 42)",exact397,0.1913630366325378,1.0,True,tune
"(1, 40, 43)",remainder1800,0.0752651691436767,7.137222222222222,False,tune
"(2, 3, 12)",exact397,0.202400803565979,1.0,True,test
"(2, 3, 16)",remainder1800,0.0682114958763122,7.137222222222222,False,tune
"(2, 3, 19)",exact397,0.1264814734458923,1.0,True,test
"(2, 3, 23)",exact397,0.0338373184204101,1.0,False,tune
"(2, 3, 24)",remainder1800,0.0789192914962768,7.137222222222222,False,tune
"(2, 3, 25)",remainder1800,0.0766595602035522,7.137222222222222,False,test
"(2, 3, 32)",remainder1800,0.1512107849121093,7.137222222222222,True,test
"(2, 3, 36)",remainder1800,0.0505321621894836,7.137222222222222,False,tune
"(2, 4, 13)",exact397,0.195802628993988,1.0,True,tune
"(2, 4, 14)",remainder1800,0.0521141290664672,7.137222222222222,False,tune
"(2, 4, 19)",exact397,0.0463913679122924,1.0,False,tune
"(2, 4, 20)",remainder1800,0.0466823577880859,7.137222222222222,False,test
"(2, 4, 31)",remainder1800,0.0857903957366943,7.137222222222222,False,test
"(2, 5, 7)",exact397,0.0635292530059814,1.0,False,tune
"(2, 5, 18)",remainder1800,0.050191581249237,7.137222222222222,False,tune
"(2, 5, 38)",remainder1800,0.0570499300956726,7.137222222222222,False,test
"(2, 6, 10)",exact397,0.1728866100311279,1.0,True,test
"(2, 6, 13)",remainder1800,0.1079257726669311,7.137222222222222,True,tune
"(2, 6, 17)",remainder1800,0.0680311322212219,7.137222222222222,False,test
"(2, 6, 21)",remainder1800,0.0597891211509704,7.137222222222222,False,tune
"(2, 6, 28)",remainder1800,0.0818976759910583,7.137222222222222,False,tune
"(2, 6, 32)",remainder1800,0.1309029459953308,7.137222222222222,True,test
"(2, 6, 34)",remainder1800,0.0655140280723571,7.137222222222222,False,test
"(2, 6, 41)",exact397,0.0093224048614501,1.0,False,tune
"(2, 7, 12)",exact397,0.1476566791534423,1.0,True,test
"(2, 7, 17)",remainder1800,0.1098446249961853,7.137222222222222,True,tune
"(2, 7, 20)",remainder1800,0.0955907106399536,7.137222222222222,False,tune
"(2, 7, 32)",remainder1800,0.053456962108612,7.137222222222222,False,tune
"(2, 7, 37)",remainder1800,0.0785378217697143,7.137222222222222,False,tune
"(2, 8, 11)",remainder1800,0.0511726140975952,7.137222222222222,False,tune
"(2, 8, 14)",remainder1800,0.0291780829429626,7.137222222222222,False,test
"(2, 8, 15)",remainder1800,0.02159184217453,7.137222222222222,False,tune
"(2, 8, 20)",remainder1800,0.0412105917930603,7.137222222222222,False,test
"(2, 8, 39)",remainder1800,0.0425318479537963,7.137222222222222,False,tune
"(2, 9, 12)",exact397,0.1897419095039367,1.0,True,tune
"(2, 9, 22)",remainder1800,0.0284510850906372,7.137222222222222,False,tune
"(2, 9, 31)",remainder1800,0.0836769938468933,7.137222222222222,False,test
"(2, 9, 32)",remainder1800,0.0854299664497375,7.137222222222222,False,tune
"(2, 10, 14)",remainder1800,0.0567907094955444,7.137222222222222,False,tune
"(2, 10, 23)",remainder1800,0.0201731920242309,7.137222222222222,False,tune
"(2, 10, 25)",remainder1800,0.0711764097213745,7.137222222222222,False,test
"(2, 10, 27)",remainder1800,0.0814585089683532,7.137222222222222,False,tune
"(2, 10, 29)",remainder1800,0.0592931509017944,7.137222222222222,False,tune
"(2, 10, 36)",remainder1800,0.0575841069221496,7.137222222222222,False,test
"(2, 11, 30)",remainder1800,0.0951670408248901,7.137222222222222,False,tune
"(2, 11, 32)",exact397,0.1009537577629089,1.0,True,tune
"(2, 11, 35)",remainder1800,0.0632700324058532,7.137222222222222,False,tune
"(2, 11, 38)",remainder1800,0.0811949968338012,7.137222222222222,False,tune
"(2, 12, 13)",exact397,0.2055107355117797,1.0,True,tune
"(2, 12, 14)",remainder1800,0.2319114208221435,7.137222222222222,True,tune
"(2, 12, 17)",exact397,0.1499191522598266,1.0,True,tune
"(2, 12, 18)",exact397,0.187997281551361,1.0,True,tune
"(2, 12, 31)",exact397,0.1726309061050415,1.0,True,tune
"(2, 12, 32)",exact397,0.1733642816543579,1.0,True,tune
"(2, 12, 38)",exact397,0.2442471385002136,1.0,True,test
"(2, 12, 40)",exact397,0.1881917119026184,1.0,True,test
"(2, 12, 42)",remainder1800,0.0636008381843566,7.137222222222222,False,tune
"(2, 13, 19)",exact397,0.1304081678390503,1.0,True,tune
"(2, 13, 20)",exact397,0.1339938044548034,1.0,True,test
"(2, 13, 22)",remainder1800,0.044086217880249,7.137222222222222,False,test
"(2, 13, 24)",remainder1800,0.0798393487930297,7.137222222222222,False,tune
"(2, 13, 27)",remainder1800,0.0454888939857482,7.137222222222222,False,tune
"(2, 13, 29)",remainder1800,0.0538235902786254,7.137222222222222,False,tune
"(2, 13, 31)",exact397,0.1484010219573974,1.0,True,tune
"(2, 13, 32)",exact397,0.1475123763084411,1.0,True,test
"(2, 13, 33)",exact397,0.1463193893432617,1.0,True,test
"(2, 13, 38)",remainder1800,0.0640262365341186,7.137222222222222,False,tune
